user_id,movie_id,rating
154,287,4.0
204,107,1.0
204,184,5.0
204,66,5.0
204,154,4.5
204,70,5.0
204,280,3.5
204,329,3.5
204,123,3.5
204,298,5.0
204,340,5.0
204,425,5.0
204,153,4.0
204,37,4.5
204,426,4.5
203,130,4.0
203,182,4.5
203,438,5.0
203,330,4.0
203,336,4.5
203,81,4.5
203,176,4.5
203,203,4.5
202,320,3.0
202,314,3.0
202,188,1.0
202,200,4.0
202,251,5.0
202,29,3.5
201,264,1.5
201,56,4.0
201,300,5.0
201,453,2.0
201,471,4.5
201,460,3.5
200,377,3.5
200,353,3.0
200,279,5.0
200,34,4.0
200,180,4.0
200,479,3.5
200,487,5.0
200,469,5.0
200,365,3.0
200,483,4.5
200,258,5.0
200,461,5.0
200,420,4.0
200,200,4.0
200,452,5.0
200,47,4.5
199,348,4.5
199,253,4.0
199,301,4.5
199,345,5.0
199,147,4.5
198,445,3.0
198,386,4.5
198,479,4.0
198,106,4.5
198,364,4.5
198,143,4.0
198,46,4.5
198,443,5.0
198,326,1.5
197,270,4.5
197,393,1.5
197,219,5.0
197,121,5.0
197,111,5.0
197,402,3.5
197,326,4.5
197,440,3.0
197,495,4.0
197,412,5.0
197,22,5.0
197,492,5.0
197,20,3.5
197,102,4.5
197,333,4.0
197,208,4.0
197,465,5.0
197,284,2.5
197,468,4.5
197,426,5.0
196,481,5.0
196,12,4.5
196,393,5.0
196,405,4.5
196,7,3.5
196,241,5.0
196,309,4.0
196,422,4.5
196,185,5.0
196,419,4.0
196,5,3.0
196,129,4.5
196,38,4.5
196,486,4.0
196,26,5.0
195,32,4.0
195,184,5.0
195,497,1.0
195,148,5.0
195,276,4.0
195,144,3.5
195,77,2.5
195,284,4.5
195,360,5.0
195,396,5.0
195,390,3.0
195,412,4.0
194,188,4.0
194,154,5.0
194,470,5.0
194,132,4.5
194,403,5.0
194,15,4.0
194,20,3.5
194,167,5.0
193,451,3.5
193,452,5.0
193,387,5.0
193,205,4.0
193,428,3.0
193,220,5.0
192,161,5.0
192,96,3.5
192,482,4.5
192,237,2.0
192,296,3.0
192,40,5.0
192,156,4.5
192,443,4.5
192,233,5.0
192,470,3.5
192,274,4.5
192,373,4.5
192,138,4.0
192,36,4.0
191,130,3.0
191,235,4.5
191,21,5.0
191,231,5.0
191,438,3.5
191,20,5.0
191,458,3.5
191,350,5.0
191,336,5.0
191,409,4.0
190,27,4.0
190,435,4.5
190,72,5.0
190,207,4.0
190,29,5.0
190,351,5.0
190,421,5.0
190,178,5.0
189,270,5.0
189,353,4.5
189,411,4.5
189,499,4.5
189,276,3.5
189,235,3.5
189,222,4.0
189,345,5.0
188,112,1.0
188,17,4.5
188,297,4.5
188,478,4.5
188,201,3.5
188,121,5.0
188,409,4.5
188,163,4.5
188,299,5.0
188,317,3.5
188,89,2.5
188,10,4.5
188,270,5.0
187,315,4.5
187,63,4.5
187,358,3.5
187,96,3.5
187,444,4.5
187,264,3.5
187,316,4.5
187,25,2.5
187,285,5.0
187,99,3.0
187,294,4.5
187,198,5.0
187,168,4.0
187,191,4.5
186,105,3.0
186,278,2.5
186,107,5.0
186,79,3.0
186,224,4.0
186,142,1.5
185,75,4.0
185,76,5.0
185,99,4.5
185,43,5.0
185,191,4.0
185,125,4.5
185,42,3.5
185,331,4.0
185,473,4.5
185,242,5.0
185,428,1.0
185,160,5.0
185,461,4.0
185,206,4.0
185,423,5.0
185,68,5.0
185,155,5.0
185,264,3.0
184,186,4.5
184,81,4.0
184,64,5.0
184,297,5.0
184,236,4.5
184,278,5.0
184,41,4.5
184,243,3.5
184,306,4.5
184,468,4.0
184,35,4.0
184,360,4.0
184,249,5.0
184,103,3.5
183,255,3.0
183,5,2.5
183,401,3.5
183,148,4.5
183,132,4.0
183,214,3.5
183,152,4.5
183,457,3.5
183,291,4.0
182,151,5.0
182,432,5.0
182,41,4.0
182,96,4.5
182,134,5.0
182,426,5.0
182,246,4.0
182,402,4.5
182,117,3.0
182,253,3.0
182,416,5.0
182,244,5.0
182,450,5.0
182,167,4.0
182,154,3.5
182,179,4.5
182,91,5.0
182,308,5.0
182,395,4.0
182,237,4.5
181,315,3.5
181,154,3.0
181,457,4.5
181,79,4.5
181,67,5.0
181,20,4.0
181,345,5.0
181,104,4.0
181,120,3.5
181,85,4.0
181,243,4.5
181,324,5.0
181,13,4.0
181,6,3.0
180,487,3.5
180,468,4.0
180,90,4.5
180,322,3.5
180,485,5.0
180,253,4.0
179,486,3.0
179,349,4.0
179,263,4.5
179,4,5.0
179,443,3.0
179,492,3.5
179,104,4.5
179,392,2.0
179,136,3.5
179,275,3.5
179,47,5.0
178,260,3.5
178,171,5.0
178,94,5.0
178,269,5.0
178,347,5.0
178,111,5.0
178,335,5.0
178,386,3.5
178,259,3.5
178,299,2.5
178,198,5.0
178,257,4.5
177,47,4.5
177,402,4.5
177,459,5.0
177,326,5.0
177,431,4.5
177,444,4.5
177,242,5.0
177,341,5.0
177,378,5.0
176,20,4.5
176,402,4.0
176,286,4.0
176,5,4.0
176,292,2.5
176,495,4.5
176,142,3.0
176,366,5.0
176,376,4.5
176,484,5.0
176,307,5.0
176,259,3.0
176,419,4.5
176,311,4.0
176,54,5.0
175,439,4.0
175,327,4.5
175,350,5.0
175,1,3.5
175,317,5.0
175,221,4.5
175,479,3.5
175,272,4.5
175,195,5.0
175,388,5.0
175,188,5.0
175,238,4.0
175,326,4.5
175,37,3.0
175,106,4.0
175,494,3.0
175,251,5.0
175,141,3.0
174,100,3.5
174,463,3.5
174,336,5.0
174,324,2.0
174,407,2.0
174,261,2.0
174,291,3.5
174,230,4.5
173,111,5.0
173,30,4.5
173,483,2.5
173,62,4.5
173,485,4.5
173,97,3.0
173,450,5.0
173,236,3.0
173,284,4.0
173,51,5.0
173,306,3.0
173,350,5.0
173,71,5.0
173,460,4.0
173,184,4.0
173,99,5.0
172,108,3.0
172,280,3.0
172,11,2.5
172,125,4.0
172,484,4.0
172,111,4.0
172,142,5.0
172,359,4.5
172,406,3.5
172,133,4.0
172,260,4.5
172,282,4.0
171,320,5.0
171,499,5.0
171,225,4.5
171,481,4.5
171,410,4.0
171,32,4.5
171,343,4.0
171,157,5.0
171,336,4.5
170,387,5.0
170,333,3.5
170,14,3.5
170,163,5.0
170,322,5.0
170,116,5.0
170,332,4.0
170,176,4.5
170,400,5.0
170,345,4.5
170,293,5.0
170,25,3.5
170,468,3.0
169,299,4.5
169,101,5.0
169,291,3.5
169,357,4.5
169,119,3.0
169,95,4.0
169,321,5.0
169,139,3.5
169,35,5.0
169,474,4.5
169,19,2.5
169,129,4.0
169,410,4.0
169,325,2.5
168,129,4.5
168,205,3.0
168,58,3.5
168,97,4.0
168,318,3.5
168,28,4.0
168,2,4.0
168,48,4.5
168,471,3.0
168,44,4.5
168,189,5.0
168,173,3.0
168,417,5.0
168,337,3.5
168,15,4.5
168,378,5.0
168,486,5.0
168,327,3.0
168,59,4.5
168,497,5.0
167,86,3.5
167,285,4.0
167,494,4.5
167,4,4.5
167,280,4.5
167,197,4.0
166,67,3.0
166,407,3.5
166,106,4.5
166,301,5.0
166,136,5.0
166,129,5.0
166,10,5.0
166,150,5.0
166,468,3.5
166,400,4.5
166,336,3.5
166,317,3.5
165,217,4.5
165,233,5.0
165,331,5.0
165,383,4.5
165,32,5.0
165,37,3.5
165,78,4.5
165,28,5.0
165,85,4.0
165,360,4.0
165,222,5.0
165,134,4.5
164,67,4.5
164,464,4.5
164,167,5.0
164,290,3.0
164,187,4.0
164,84,4.0
164,115,3.0
164,35,2.0
164,92,3.0
164,357,4.5
164,112,4.0
164,97,3.5
164,63,3.5
164,60,4.5
164,52,4.5
164,59,5.0
164,270,5.0
164,279,3.5
164,264,1.5
164,146,2.5
163,402,4.5
163,117,5.0
163,111,5.0
163,102,4.0
163,241,1.0
163,80,3.5
163,489,1.5
163,340,4.0
163,365,4.0
163,58,3.0
163,206,4.5
163,210,4.0
163,367,4.0
163,120,4.5
162,167,4.0
162,270,5.0
162,182,4.0
162,374,4.0
162,3,5.0
161,442,4.0
161,70,5.0
161,305,4.5
161,465,3.5
161,408,3.5
160,24,3.0
160,63,4.0
160,333,4.0
160,274,5.0
160,276,5.0
160,157,5.0
160,57,5.0
160,445,2.0
160,111,4.0
160,418,3.0
160,494,4.5
160,488,2.0
160,7,5.0
160,37,5.0
160,318,4.5
160,246,4.0
160,403,5.0
160,177,3.5
160,324,5.0
159,39,3.5
159,232,5.0
159,158,4.5
159,222,4.0
159,181,4.5
159,168,4.0
159,446,4.5
159,360,3.0
159,341,4.0
159,51,5.0
158,161,3.0
158,124,4.5
158,441,4.0
158,310,3.5
158,473,5.0
158,482,3.0
158,435,4.5
158,400,5.0
158,205,4.5
158,166,5.0
158,267,1.0
158,165,5.0
158,378,4.5
158,386,4.5
158,349,3.5
158,354,4.0
158,397,5.0
158,2,3.5
157,229,4.5
157,348,5.0
157,16,3.5
157,181,3.5
157,109,5.0
157,108,4.0
157,32,4.5
157,285,3.5
157,19,4.5
157,325,4.5
157,429,4.0
156,15,4.5
156,257,5.0
156,144,4.0
156,367,3.0
156,454,5.0
156,6,4.5
156,149,4.0
156,359,4.5
156,35,5.0
156,350,4.0
156,234,5.0
156,176,3.0
156,18,5.0
155,187,5.0
155,434,4.5
155,491,5.0
155,335,3.0
155,264,3.0
155,238,1.0
155,460,4.0
155,133,5.0
155,218,4.0
155,6,3.0
155,285,5.0
155,307,5.0
155,384,4.5
155,10,4.5
154,201,3.0
154,406,3.0
153,406,3.0
152,419,4.0
152,391,4.5
152,28,4.0
151,63,4.0
151,110,5.0
151,93,3.5
151,222,5.0
151,127,5.0
151,251,4.0
151,480,5.0
150,282,3.5
150,446,5.0
150,300,5.0
150,469,4.5
150,164,2.5
150,322,4.5
150,76,3.0
150,13,3.5
150,60,5.0
150,237,5.0
150,51,5.0
150,324,2.5
150,79,5.0
150,385,2.5
150,255,4.0
150,317,4.0
150,492,4.0
150,271,5.0
150,198,3.5
150,143,5.0
149,284,3.5
149,38,4.5
149,354,4.0
149,396,4.0
149,404,4.0
148,255,5.0
148,432,5.0
148,138,5.0
148,53,5.0
148,197,4.0
148,316,4.5
148,248,4.0
148,296,4.5
147,347,2.5
147,106,4.5
147,72,3.5
147,216,5.0
147,425,5.0
147,144,5.0
147,288,4.5
147,237,5.0
147,368,4.0
147,495,5.0
147,412,4.5
147,404,4.0
147,94,4.5
147,301,4.5
147,170,5.0
147,271,4.5
147,101,2.5
146,298,3.0
146,277,3.5
146,224,4.5
146,130,3.5
146,417,3.5
146,268,4.0
145,333,5.0
145,69,4.5
145,326,4.5
145,261,4.5
145,446,4.5
145,93,3.5
145,136,4.5
145,486,3.0
145,82,5.0
145,9,3.0
145,441,4.5
145,157,3.5
144,362,4.5
144,92,3.0
144,73,5.0
144,215,4.0
144,168,4.5
143,370,4.5
143,377,4.0
143,439,4.5
143,231,3.5
143,148,3.5
143,29,4.5
143,404,5.0
143,315,5.0
143,28,4.0
143,208,4.0
143,210,4.0
143,401,4.5
143,445,4.0
143,191,4.0
143,147,3.5
143,21,4.5
143,360,5.0
143,396,3.5
142,442,5.0
142,361,5.0
142,483,4.0
142,234,5.0
142,346,3.5
142,247,3.5
141,31,2.5
141,404,4.0
141,54,4.0
141,67,5.0
141,454,5.0
141,291,4.0
141,361,3.0
141,460,3.0
141,143,5.0
141,24,5.0
141,262,4.5
141,116,4.5
141,29,5.0
141,374,2.0
141,32,3.0
141,457,5.0
140,464,3.5
140,85,3.0
140,184,4.0
140,220,4.5
140,432,4.5
140,71,1.0
140,253,4.0
140,173,5.0
140,450,5.0
140,226,4.5
140,243,3.0
140,282,3.5
140,325,5.0
140,230,4.0
139,488,5.0
139,442,3.0
139,318,4.0
139,401,5.0
139,203,4.0
139,14,4.5
139,287,5.0
139,279,4.5
139,125,4.5
139,140,4.0
139,475,2.5
139,227,4.5
139,235,4.0
138,243,4.0
138,114,3.0
138,192,5.0
138,492,4.0
138,19,4.5
138,393,4.5
138,403,4.0
138,10,4.5
138,469,5.0
138,282,2.5
138,55,4.5
138,126,4.5
138,280,4.0
138,141,3.5
138,159,4.5
138,429,4.0
138,488,3.0
138,197,5.0
138,290,4.5
138,380,5.0
137,382,5.0
137,36,5.0
137,303,4.5
137,476,4.0
137,24,5.0
137,11,3.5
137,127,3.5
137,180,4.5
137,305,4.5
136,105,4.5
136,480,4.0
136,111,5.0
136,280,4.5
136,68,5.0
136,110,5.0
136,319,5.0
136,328,5.0
136,145,4.5
136,334,4.0
136,38,4.5
136,321,5.0
136,376,2.5
135,159,3.5
135,440,5.0
135,445,4.0
135,462,5.0
135,57,3.5
134,312,1.5
134,65,3.5
134,250,4.5
134,377,5.0
134,230,5.0
134,173,3.5
134,174,5.0
134,270,4.5
134,60,3.5
134,234,3.5
134,2,3.5
134,162,4.0
134,333,4.0
133,312,4.0
133,242,5.0
133,19,4.0
133,126,5.0
133,129,5.0
133,21,5.0
133,428,5.0
133,453,4.0
133,272,3.5
133,391,5.0
133,435,5.0
133,60,4.5
133,170,5.0
133,304,4.0
133,230,3.5
133,144,4.5
133,143,4.5
133,487,3.5
132,113,4.0
132,405,3.0
132,103,5.0
132,202,5.0
132,500,4.0
132,441,4.0
132,58,5.0
131,200,5.0
131,328,3.5
131,74,5.0
131,251,4.0
131,107,4.0
131,138,3.5
131,407,4.5
131,390,4.5
131,254,1.5
131,110,5.0
131,226,2.5
131,373,3.0
131,48,4.5
130,267,4.0
130,105,4.0
130,308,4.5
130,167,3.5
130,50,3.5
130,201,5.0
130,275,5.0
130,478,4.5
130,373,4.5
130,345,4.5
130,10,4.5
130,289,4.0
130,470,4.0
130,2,2.5
129,356,4.5
129,103,5.0
129,247,3.0
129,78,2.0
129,164,4.5
129,486,4.5
129,134,4.5
129,11,5.0
129,378,3.5
129,258,4.0
129,365,1.0
129,6,4.0
129,163,4.5
129,359,4.0
129,459,3.5
129,68,4.5
129,13,4.0
129,325,3.0
129,196,4.0
129,450,5.0
128,60,4.5
128,334,5.0
128,482,3.5
128,450,2.5
128,129,3.0
128,412,3.5
128,303,5.0
128,101,4.5
128,281,3.5
128,125,4.0
128,343,5.0
128,263,5.0
128,329,5.0
128,91,4.5
128,341,3.0
128,48,3.5
128,72,5.0
128,418,4.0
128,357,4.5
128,483,4.0
127,432,4.5
127,248,2.5
127,415,4.5
127,499,2.0
127,120,1.0
127,276,5.0
127,405,4.5
127,325,4.0
127,114,4.5
127,243,4.5
127,220,3.5
127,10,4.0
127,177,3.5
127,391,5.0
127,401,4.5
127,454,1.0
127,55,2.0
126,241,4.0
126,36,3.0
126,236,3.5
126,77,4.0
126,264,5.0
125,340,4.0
125,403,4.0
125,392,5.0
125,295,4.5
125,273,3.0
125,425,5.0
125,213,4.0
125,472,5.0
125,497,5.0
125,478,5.0
125,338,4.5
124,172,5.0
124,151,5.0
124,106,4.5
124,23,4.0
124,132,4.0
124,141,2.0
124,492,4.0
124,320,4.5
124,265,2.0
124,163,2.0
124,77,5.0
124,111,3.0
124,262,4.5
123,459,4.5
123,423,4.0
123,334,5.0
123,438,5.0
123,398,5.0
123,431,3.5
123,260,3.0
123,113,3.5
122,103,4.5
122,420,5.0
122,346,4.5
122,20,1.5
122,334,4.0
122,96,1.5
122,397,4.5
121,55,2.5
121,269,5.0
121,15,3.5
121,401,4.0
121,215,4.5
121,81,4.5
121,428,4.5
121,46,3.0
121,355,4.5
121,110,5.0
121,267,1.5
121,223,4.5
121,229,3.5
121,54,3.5
121,347,4.0
121,372,4.5
121,312,5.0
120,193,4.5
120,273,5.0
120,463,5.0
120,176,3.0
120,493,4.5
120,310,4.5
120,277,5.0
120,338,5.0
120,486,2.5
120,394,3.5
120,418,5.0
120,324,5.0
119,285,4.5
119,415,4.5
119,402,5.0
119,187,3.0
119,48,5.0
119,106,4.0
119,115,3.0
119,217,4.5
119,396,4.5
119,418,5.0
119,394,5.0
119,12,5.0
119,172,5.0
119,385,4.5
119,128,3.5
119,46,2.0
119,352,3.5
119,383,4.0
119,161,4.0
119,436,4.5
118,476,2.5
118,3,3.5
118,435,5.0
118,365,4.5
118,424,4.0
118,121,4.0
118,308,5.0
118,4,4.5
118,325,4.0
118,176,4.0
118,340,5.0
117,150,5.0
117,372,5.0
117,180,4.5
117,339,5.0
117,313,5.0
117,241,5.0
117,105,4.0
117,343,4.5
117,469,5.0
117,117,4.0
116,63,4.0
116,15,4.5
116,286,4.0
116,135,4.0
116,329,3.5
116,174,2.5
116,315,4.0
116,463,4.0
116,485,2.5
116,439,4.5
116,334,3.0
116,281,5.0
115,390,4.0
115,459,5.0
115,203,4.5
115,430,5.0
115,458,4.0
115,240,4.0
115,177,5.0
115,90,5.0
115,1,4.5
115,121,4.0
115,66,4.5
115,2,5.0
115,167,5.0
115,480,3.5
115,15,4.5
115,285,5.0
115,259,3.5
115,437,3.0
114,459,4.5
114,28,4.5
114,440,3.5
114,244,3.0
114,218,4.5
114,436,5.0
114,110,5.0
114,419,3.0
114,113,5.0
114,319,3.5
114,276,3.5
114,130,4.5
114,167,4.5
114,246,4.5
114,446,4.5
114,488,4.5
114,140,4.0
114,255,5.0
114,495,4.5
113,180,5.0
113,44,5.0
113,333,4.0
113,40,5.0
113,230,4.5
113,398,2.0
113,491,4.5
113,74,3.5
113,179,5.0
113,64,4.0
113,358,4.5
113,390,4.0
112,233,4.0
112,340,3.5
112,99,3.5
112,438,4.0
112,422,4.0
112,136,3.0
112,366,4.0
111,140,5.0
111,137,4.5
111,381,3.5
111,11,2.0
111,141,4.0
111,89,3.0
111,297,4.0
111,385,4.5
111,47,4.0
111,426,3.0
111,230,4.0
111,455,5.0
111,482,5.0
111,287,5.0
111,62,4.0
111,398,4.5
111,471,5.0
111,190,5.0
111,17,3.5
110,107,4.0
110,249,5.0
110,344,5.0
110,243,3.5
110,439,5.0
110,263,4.5
110,419,4.5
110,168,3.5
110,198,4.0
110,399,3.0
110,137,1.5
110,82,4.5
110,414,5.0
110,108,3.5
110,456,4.0
110,398,2.5
110,391,5.0
110,91,5.0
110,459,5.0
109,84,4.5
109,66,4.5
109,27,4.0
109,60,4.5
109,468,5.0
109,209,4.0
109,275,5.0
109,260,2.0
109,335,3.5
109,43,4.0
109,262,3.0
109,168,3.0
109,269,4.5
109,7,3.0
109,46,5.0
109,136,3.5
109,415,5.0
109,204,5.0
109,273,5.0
109,35,4.0
108,387,5.0
108,72,5.0
108,73,4.0
108,388,4.0
108,131,4.0
108,288,4.0
108,209,2.5
108,360,3.5
108,407,4.5
108,38,1.0
108,300,4.0
108,463,5.0
108,69,1.5
107,243,5.0
107,458,4.5
107,32,2.5
107,163,4.5
107,148,5.0
107,367,2.0
107,319,4.0
107,263,5.0
107,372,4.0
106,47,4.5
106,338,4.5
106,178,3.0
106,252,5.0
106,371,5.0
106,271,3.0
106,379,5.0
106,128,5.0
106,304,4.5
106,23,4.5
106,31,4.5
106,208,1.0
106,65,5.0
105,56,4.5
105,194,4.5
105,268,3.5
105,19,4.0
105,372,5.0
105,59,4.5
105,220,4.0
105,22,5.0
104,67,4.5
104,37,4.5
104,274,4.0
104,95,4.0
104,273,3.5
104,453,4.0
104,315,3.5
104,462,4.5
104,297,3.5
104,279,5.0
104,434,4.5
104,316,3.5
104,145,4.0
104,306,4.5
104,32,4.5
104,161,4.0
104,364,4.5
103,306,4.0
103,396,3.5
103,459,3.0
103,179,4.5
103,244,5.0
103,436,4.0
103,284,3.0
103,43,5.0
103,483,5.0
103,407,3.5
103,88,4.0
103,155,5.0
103,138,4.0
103,110,3.5
102,493,4.5
102,294,5.0
102,79,4.5
102,119,3.5
102,499,2.5
102,240,4.5
102,43,4.0
102,174,1.5
102,308,3.0
102,16,5.0
102,344,4.5
102,216,4.5
102,193,4.0
102,201,4.0
102,390,4.0
102,40,5.0
102,33,3.5
102,458,5.0
102,11,4.5
